id,degree,blk,testatus
1,7,1,i
2,8,1,i
3,5,0,i
4,8,0,i
5,1,0,i
6,8,0,i
7,11,1,i
8,8,0,i
9,4,0,i
10,9,1,i
11,6,1,i
12,3,1,i
13,6,1,i
14,15,1,i
15,6,1,i
16,8,1,i
17,7,1,i
18,8,0,i
19,7,1,i
20,5,0,i
21,6,0,i
22,4,0,i
23,7,0,i
24,4,0,i
25,9,0,i
26,6,0,i
27,6,1,s
28,5,0,i
29,8,1,i
30,9,1,i
31,7,0,i
32,5,0,i
33,9,0,i
34,9,1,i
35,10,0,i
36,3,1,i
37,3,1,i
38,4,1,s
39,6,1,i
40,2,1,i
41,3,1,i
42,8,1,i
43,4,0,i
44,11,1,i
45,5,1,i
46,6,1,i
47,5,1,i
48,9,1,i
49,7,1,i
50,8,0,i
51,8,1,i
52,11,0,i
53,7,0,i
54,6,1,i
55,13,0,i
56,12,0,i
57,11,0,i
58,4,0,i
59,10,1,i
60,9,0,i
61,4,0,i
62,4,1,i
63,4,1,i
64,12,0,i
65,11,0,i
66,7,0,i
67,7,1,i
68,5,0,i
69,3,0,i
70,7,1,i
71,10,0,i
72,10,1,i
73,4,1,i
74,8,1,i
75,9,0,i
76,7,0,i
77,7,0,i
78,14,0,i
79,8,1,i
80,4,1,i
81,8,1,i
82,12,0,i
83,5,0,i
84,5,0,i
85,5,1,i
86,7,0,i
87,5,0,i
88,10,0,i
89,10,1,i
90,5,0,i
91,4,1,i
92,7,0,i
93,10,1,i
94,9,1,i
95,7,0,i
96,5,0,i
97,3,0,i
98,5,1,i
99,12,0,i
100,11,1,i
101,5,1,i
102,6,1,i
103,7,0,i
104,6,0,i
105,9,0,i
106,7,1,i
107,6,1,i
108,9,0,i
109,4,0,i
110,6,0,i
111,5,1,i
112,5,1,i
113,9,0,i
114,9,1,i
115,6,0,i
116,5,1,i
117,4,1,i
118,5,1,i
119,11,0,i
120,11,0,i
121,9,1,i
122,7,0,i
123,5,0,i
124,11,0,i
125,7,0,i
126,6,1,s
127,7,1,i
128,7,0,i
129,4,1,i
130,3,0,i
131,11,1,i
132,6,0,i
133,4,0,i
134,10,1,i
135,9,1,i
136,6,0,i
137,5,0,i
138,5,1,i
139,7,0,i
140,3,0,i
141,8,1,i
142,3,0,i
143,7,0,i
144,6,0,i
145,5,1,i
146,9,1,i
147,10,0,i
148,8,1,i
149,5,1,i
150,9,1,i
151,6,1,i
152,12,1,i
153,7,1,i
154,7,1,i
155,7,0,i
156,4,0,i
157,9,0,i
158,10,0,i
159,6,1,i
160,7,0,i
161,5,0,i
162,8,0,i
163,6,0,i
164,8,0,i
165,8,0,i
166,6,0,i
167,5,1,i
168,8,0,i
169,4,1,i
170,5,1,i
171,8,0,i
172,6,1,i
173,6,0,i
174,4,1,i
175,6,0,i
176,7,1,i
177,7,1,i
178,8,0,i
179,5,0,i
180,9,1,i
181,9,1,i
182,10,0,i
183,6,0,i
184,7,1,i
185,9,0,i
186,7,0,i
187,6,1,i
188,3,1,i
189,7,0,i
190,6,1,i
191,9,1,i
192,5,1,i
193,4,1,i
194,3,0,i
195,2,1,i
196,5,0,i
197,15,0,i
198,2,0,i
199,8,1,i
200,10,1,i
201,7,1,i
