"","sim_i","t","out","in"
"1",1,1,216,1
"2",1,1,561,1
"3",1,1,645,1
"4",1,1,862,1
"5",1,1,1777,1
"6",1,1,1970,1
"7",1,1,2016,1
"8",1,1,69,2
"9",1,1,465,2
"10",1,1,558,2
"11",1,1,785,2
"12",1,1,1019,2
"13",1,1,1020,2
"14",1,1,1848,2
"15",1,1,2096,2
"16",1,1,2247,2
"17",1,1,2316,2
"18",1,1,165,3
"19",1,1,1520,3
"20",1,1,1592,3
"21",1,1,2920,3
"22",1,1,31,4
"23",1,1,38,4
"24",1,1,681,4
"25",1,1,818,4
"26",1,1,1203,4
"27",1,1,1648,4
"28",1,1,1899,4
"29",1,1,2239,4
"30",1,1,2299,4
"31",1,1,2317,4
"32",1,1,2461,4
"33",1,1,2818,4
"34",1,1,425,5
"35",1,1,519,5
"36",1,1,603,5
"37",1,1,1111,5
"38",1,1,157,6
"39",1,1,370,6
"40",1,1,410,6
"41",1,1,1097,6
"42",1,1,1503,6
"43",1,1,1829,6
"44",1,1,2107,6
"45",1,1,311,7
"46",1,1,706,7
"47",1,1,859,7
"48",1,1,1055,7
"49",1,1,1606,7
"50",1,1,829,8
"51",1,1,1016,8
"52",1,1,1341,8
"53",1,1,1490,8
"54",1,1,2404,8
"55",1,1,2581,8
"56",1,1,2709,8
"57",1,1,2818,8
"58",1,1,2941,8
"59",1,1,212,9
"60",1,1,741,9
"61",1,1,1061,9
"62",1,1,1873,9
"63",1,1,2798,9
"64",1,1,330,10
"65",1,1,1104,10
"66",1,1,1912,10
"67",1,1,1980,10
"68",1,1,2107,10
"69",1,1,2368,10
"70",1,1,346,11
"71",1,1,1707,11
"72",1,1,2405,11
"73",1,1,109,12
"74",1,1,590,12
"75",1,1,788,12
"76",1,1,1094,12
"77",1,1,1190,12
"78",1,1,1934,12
"79",1,1,2098,12
"80",1,1,2153,12
"81",1,1,2308,12
"82",1,1,1231,13
"83",1,1,1450,13
"84",1,1,1514,13
"85",1,1,1749,13
"86",1,1,1849,13
"87",1,1,1930,13
"88",1,1,2699,13
"89",1,1,114,14
"90",1,1,406,14
"91",1,1,883,14
"92",1,1,1503,14
"93",1,1,1954,14
"94",1,1,2264,14
"95",1,1,2507,14
"96",1,1,2641,14
"97",1,1,402,15
"98",1,1,498,15
"99",1,1,1371,15
"100",1,1,1719,15
"101",1,1,2547,15
"102",1,1,1015,16
"103",1,1,1076,16
"104",1,1,1084,16
"105",1,1,1429,16
"106",1,1,1724,16
"107",1,1,2830,16
"108",1,1,525,17
"109",1,1,860,17
"110",1,1,1947,17
"111",1,1,2262,17
"112",1,1,2973,17
"113",1,1,807,18
"114",1,1,1072,18
"115",1,1,1360,18
"116",1,1,2037,18
"117",1,1,2080,18
"118",1,1,2466,18
"119",1,1,2513,18
"120",1,1,2516,18
"121",1,1,2608,18
