"","sim_i","t","out","in"
"1",1,1,361,1
"2",1,1,585,1
"3",1,1,618,1
"4",1,1,1364,1
"5",1,1,1436,1
"6",1,1,1520,1
"7",1,1,1738,1
"8",1,1,1755,1
"9",1,1,1785,1
"10",1,1,1955,1
"11",1,1,1965,1
"12",1,1,883,2
"13",1,1,1028,2
"14",1,1,1273,2
"15",1,1,1549,2
"16",1,1,38,3
"17",1,1,430,3
"18",1,1,471,3
"19",1,1,875,3
"20",1,1,913,3
"21",1,1,1016,3
"22",1,1,1166,3
"23",1,1,1170,3
"24",1,1,1294,3
"25",1,1,1411,3
"26",1,1,1804,3
"27",1,1,208,4
"28",1,1,858,4
"29",1,1,1026,4
"30",1,1,1315,4
"31",1,1,1377,4
"32",1,1,571,5
"33",1,1,624,5
"34",1,1,772,5
"35",1,1,901,5
"36",1,1,1318,5
"37",1,1,1341,5
"38",1,1,1824,5
"39",1,1,1923,5
"40",1,1,157,6
"41",1,1,177,6
"42",1,1,738,6
"43",1,1,882,6
"44",1,1,918,6
"45",1,1,954,6
"46",1,1,1112,6
"47",1,1,1589,6
"48",1,1,60,7
"49",1,1,200,7
"50",1,1,553,7
"51",1,1,1201,7
"52",1,1,1392,7
"53",1,1,1406,7
"54",1,1,1437,7
"55",1,1,75,8
"56",1,1,361,8
"57",1,1,1229,8
"58",1,1,1417,8
"59",1,1,228,9
"60",1,1,420,9
"61",1,1,610,9
"62",1,1,1103,9
"63",1,1,1346,9
"64",1,1,1558,9
"65",1,1,699,10
"66",1,1,803,10
"67",1,1,1080,10
"68",1,1,1171,10
"69",1,1,1521,10
"70",1,1,1589,10
"71",1,1,1666,10
"72",1,1,1815,10
"73",1,1,227,11
"74",1,1,1353,11
"75",1,1,1585,11
"76",1,1,625,12
"77",1,1,1296,12
"78",1,1,1785,12
"79",1,1,1906,12
"80",1,1,484,13
"81",1,1,754,13
"82",1,1,1697,13
"83",1,1,416,14
"84",1,1,728,14
"85",1,1,1072,14
"86",1,1,150,15
"87",1,1,1532,15
"88",1,1,1893,15
"89",1,1,1974,15
"90",1,1,166,16
"91",1,1,643,16
"92",1,1,961,16
"93",1,1,1060,16
"94",1,1,1554,16
"95",1,1,1025,17
"96",1,1,1292,17
"97",1,1,1427,17
"98",1,1,1494,17
"99",1,1,1440,18
"100",1,1,1833,18
"101",1,1,1898,18
"102",1,1,157,19
"103",1,1,507,19
"104",1,1,803,19
"105",1,1,861,19
"106",1,1,871,19
"107",1,1,1149,19
"108",1,1,1402,19
"109",1,1,401,20
"110",1,1,497,20
"111",1,1,1132,20
"112",1,1,1327,20
"113",1,1,1482,20
"114",1,1,263,21
"115",1,1,1009,21
"116",1,1,1213,21
"117",1,1,1497,21
"118",1,1,1536,21
"119",1,1,1587,21
"120",1,1,1881,21
"121",1,1,1176,22
"122",1,1,1781,22
"123",1,1,1966,22
"124",1,1,600,23
"125",1,1,1284,23
"126",1,1,1640,23
"127",1,1,203,24
"128",1,1,263,24
"129",1,1,327,24
"130",1,1,340,24
"131",1,1,405,24
"132",1,1,606,24
"133",1,1,821,24
"134",1,1,1076,24
"135",1,1,1087,24
"136",1,1,1103,24
"137",1,1,1223,24
"138",1,1,570,25
"139",1,1,690,25
"140",1,1,978,25
"141",1,1,1197,25
"142",1,1,1209,25
"143",1,1,1845,25
"144",1,1,201,26
"145",1,1,490,26
"146",1,1,538,26
"147",1,1,772,26
"148",1,1,1009,26
"149",1,1,1139,26
